arxiv_id,title,abstract,classified_type,MARIA_ANNOTATION,YANAI_ANNOTATION,YANAI_COMMENT,MARIA_COMMENT
2307.15838,Holistic Survey of Privacy and Fairness in Machine Learning,"  Privacy and fairness are two crucial pillars of responsible Artificial
Intelligence (AI) and trustworthy Machine Learning (ML). Each objective has
been independently studied in the literature with the aim of reducing utility
loss in achieving them. Despite the significant interest attracted from both
academia and industry, there remains an immediate demand for more in-depth
research to unravel how these two objectives can be simultaneously integrated
into ML models. As opposed to well-accepted trade-offs, i.e., privacy-utility
and fairness-utility, the interrelation between privacy and fairness is not
well-understood. While some works suggest a trade-off between the two objective
functions, there are others that demonstrate the alignment of these functions
in certain scenarios. To fill this research gap, we provide a thorough review
of privacy and fairness in ML, including supervised, unsupervised,
semi-supervised, and reinforcement learning. After examining and consolidating
the literature on both objectives, we present a holistic survey on the impact
of privacy on fairness, the impact of fairness on privacy, existing
architectures, their interaction in application domains, and algorithms that
aim to achieve both objectives while minimizing the utility sacrificed.
Finally, we identify research challenges in achieving privacy and fairness
concurrently in ML, particularly focusing on large language models.
",review,1,,,
2206.1265,"Machine Learning-based Biological Ageing Estimation Technologies: A
  Survey","  In recent years, there are various methods of estimating Biological Age (BA)
have been developed. Especially with the development of machine learning (ML),
there are more and more types of BA predictions, and the accuracy has been
greatly improved. The models for the estimation of BA play an important role in
monitoring healthy aging, and could provide new tools to detect health status
in the general population and give warnings to sub-healthy people. We will
mainly review three age prediction methods by using ML. They are based on blood
biomarkers, facial images, and structural neuroimaging features. For now, the
model using blood biomarkers is the simplest, most direct, and most accurate
method. The face image method is affected by various aspects such as race,
environment, etc., the prediction accuracy is not very good, which cannot make
a great contribution to the medical field. In summary, we are here to track the
way forward in the era of big data for us and other potential general
populations and show ways to leverage the vast amounts of data available today.
",review,1,,,
2108.04087,"Reinforcement Learning for Intelligent Healthcare Systems: A
  Comprehensive Survey","  The rapid increase in the percentage of chronic disease patients along with
the recent pandemic pose immediate threats on healthcare expenditure and
elevate causes of death. This calls for transforming healthcare systems away
from one-on-one patient treatment into intelligent health systems, to improve
services, access and scalability, while reducing costs. Reinforcement Learning
(RL) has witnessed an intrinsic breakthrough in solving a variety of complex
problems for diverse applications and services. Thus, we conduct in this paper
a comprehensive survey of the recent models and techniques of RL that have been
developed/used for supporting Intelligent-healthcare (I-health) systems. This
paper can guide the readers to deeply understand the state-of-the-art regarding
the use of RL in the context of I-health. Specifically, we first present an
overview for the I-health systems challenges, architecture, and how RL can
benefit these systems. We then review the background and mathematical modeling
of different RL, Deep RL (DRL), and multi-agent RL models. After that, we
provide a deep literature review for the applications of RL in I-health
systems. In particular, three main areas have been tackled, i.e., edge
intelligence, smart core network, and dynamic treatment regimes. Finally, we
highlight emerging challenges and outline future research directions in driving
the future success of RL in I-health systems, which opens the door for
exploring some interesting and unsolved problems.
",review,1,,,
2407.0379,Assessing Consensus of Developers' Views on Code Readability,"  The rapid rise of Large Language Models (LLMs) has changed software
development, with tools like Copilot, JetBrains AI Assistant, and others
boosting developers' productivity. However, developers now spend more time
reviewing code than writing it, highlighting the importance of Code Readability
for code comprehension. Our previous research found that existing Code
Readability models were inaccurate in representing developers' notions and
revealed a low consensus among developers, highlighting a need for further
investigations in this field.
  Building on this, we surveyed 10 Java developers with similar coding
experience to evaluate their consensus on Code Readability assessments and
related aspects. We found significant agreement among developers on Code
Readability evaluations and identified specific code aspects strongly
correlated with Code Readability. Overall, our study sheds light on Code
Readability within LLM contexts, offering insights into how these models can
align with developers' perceptions of Code Readability, enhancing software
development in the AI era.
",review,0,,,
2303.05453,"Personalisation within bounds: A risk taxonomy and policy framework for
  the alignment of large language models with personalised feedback","  Large language models (LLMs) are used to generate content for a wide range of
tasks, and are set to reach a growing audience in coming years due to
integration in product interfaces like ChatGPT or search engines like Bing.
This intensifies the need to ensure that models are aligned with human
preferences and do not produce unsafe, inaccurate or toxic outputs. While
alignment techniques like reinforcement learning with human feedback (RLHF) and
red-teaming can mitigate some safety concerns and improve model capabilities,
it is unlikely that an aggregate fine-tuning process can adequately represent
the full range of users' preferences and values. Different people may
legitimately disagree on their preferences for language and conversational
norms, as well as on values or ideologies which guide their communication.
Personalising LLMs through micro-level preference learning processes may result
in models that are better aligned with each user. However, there are several
normative challenges in defining the bounds of a societally-acceptable and safe
degree of personalisation. In this paper, we ask how, and in what ways, LLMs
should be personalised. First, we review literature on current paradigms for
aligning LLMs with human feedback, and identify issues including (i) a lack of
clarity regarding what alignment means; (ii) a tendency of technology providers
to prescribe definitions of inherently subjective preferences and values; and
(iii) a 'tyranny of the crowdworker', exacerbated by a lack of documentation in
who we are really aligning to. Second, we present a taxonomy of benefits and
risks associated with personalised LLMs, for individuals and society at large.
Finally, we propose a three-tiered policy framework that allows users to
experience the benefits of personalised alignment, while restraining unsafe and
undesirable LLM-behaviours within (supra-)national and organisational bounds.
",review,1,,,
2105.05804,"Bridging the user equilibrium and the system optimum in static traffic
  assignment: how the cooperation among drivers can solve the congestion
  problem in city networks","  Solving the road congestion problem is one of the most pressing issues in
moderncities since it causes time wasting, pollution, higher industrial costs
and huge roadmaintenance costs. Advances in ITS technologies and the advent of
autonomousvehicles are changing mobility dramatically. They enable the
implementation of acoordination mechanism, called coordinated traffic
assignment, among the sat-navdevices aiming at assigning paths to drivers to
eliminate congestion and to re-duce the total travel time in traffic networks.
Among possible congestion avoidance methods, coordinated traffic assignment is
a valuable choice since it does not involvehuge investments to expand the road
network. Traffic assignments are traditionally devoted to two main perspectives
on which the well-known Wardropian principlesare inspired: the user equilibrium
and the system optimum. User equilibrium is a user-driven traffic assignment in
which each user chooses the most convenientpath selfishly. It guarantees that
fairness among users is respected since, whenthe equilibrium is reached, all
users sharing the same origin and destination willexperience the same travel
time. The main drawback in a user equilibrium is thatthe system total travel
time is not minimized and, hence, the so-called Price ofAnarchy is paid. On the
other hand, the system optimum is an efficient system-wide traffic assignment
in which drivers are routed on the network in such a waythe total travel time
is minimized but users might experience travel times that arehigher than the
other users travelling from the same origin to the same destina-tion affecting
the compliance. Thus, drawbacks in implementing one of the two assignments can
be overcome by hybridizing the two approaches aiming at bridging users'
fairness to system-wide efficiency. The survey reviews the state-of-the-art of
these trade-off approaches
",review,1,,,
2311.06311,"Game Theory Solutions in Sensor-Based Human Activity Recognition: A
  Review","  The Human Activity Recognition (HAR) tasks automatically identify human
activities using the sensor data, which has numerous applications in
healthcare, sports, security, and human-computer interaction. Despite
significant advances in HAR, critical challenges still exist. Game theory has
emerged as a promising solution to address these challenges in machine learning
problems including HAR. However, there is a lack of research work on applying
game theory solutions to the HAR problems. This review paper explores the
potential of game theory as a solution for HAR tasks, and bridges the gap
between game theory and HAR research work by suggesting novel game-theoretic
approaches for HAR problems. The contributions of this work include exploring
how game theory can improve the accuracy and robustness of HAR models,
investigating how game-theoretic concepts can optimize recognition algorithms,
and discussing the game-theoretic approaches against the existing HAR methods.
The objective is to provide insights into the potential of game theory as a
solution for sensor-based HAR, and contribute to develop a more accurate and
efficient recognition system in the future research directions.
",review,1,,,
2311.02608,"Deep Learning-based 3D Point Cloud Classification: A Systematic Survey
  and Outlook","  In recent years, point cloud representation has become one of the research
hotspots in the field of computer vision, and has been widely used in many
fields, such as autonomous driving, virtual reality, robotics, etc. Although
deep learning techniques have achieved great success in processing regular
structured 2D grid image data, there are still great challenges in processing
irregular, unstructured point cloud data. Point cloud classification is the
basis of point cloud analysis, and many deep learning-based methods have been
widely used in this task. Therefore, the purpose of this paper is to provide
researchers in this field with the latest research progress and future trends.
First, we introduce point cloud acquisition, characteristics, and challenges.
Second, we review 3D data representations, storage formats, and commonly used
datasets for point cloud classification. We then summarize deep learning-based
methods for point cloud classification and complement recent research work.
Next, we compare and analyze the performance of the main methods. Finally, we
discuss some challenges and future directions for point cloud classification.
",review,1,,,
2108.13732,Deep Learning on Edge TPUs,"  Computing at the edge is important in remote settings, however, conventional
hardware is not optimized for utilizing deep neural networks. The Google Edge
TPU is an emerging hardware accelerator that is cost, power and speed
efficient, and is available for prototyping and production purposes. Here, I
review the Edge TPU platform, the tasks that have been accomplished using the
Edge TPU, and which steps are necessary to deploy a model to the Edge TPU
hardware. The Edge TPU is not only capable of tackling common computer vision
tasks, but also surpasses other hardware accelerators, especially when the
entire model can be deployed to the Edge TPU. Co-embedding the Edge TPU in
cameras allows a seamless analysis of primary data. In summary, the Edge TPU is
a maturing system that has proven its usability across multiple tasks.
",review,1,,,
2101.10261,Discrete Choice Analysis with Machine Learning Capabilities,"  This paper discusses capabilities that are essential to models applied in
policy analysis settings and the limitations of direct applications of
off-the-shelf machine learning methodologies to such settings. Traditional
econometric methodologies for building discrete choice models for policy
analysis involve combining data with modeling assumptions guided by
subject-matter considerations. Such considerations are typically most useful in
specifying the systematic component of random utility discrete choice models
but are typically of limited aid in determining the form of the random
component. We identify an area where machine learning paradigms can be
leveraged, namely in specifying and systematically selecting the best
specification of the random component of the utility equations. We review two
recent novel applications where mixed-integer optimization and cross-validation
are used to algorithmically select optimal specifications for the random
utility components of nested logit and logit mixture models subject to
interpretability constraints.
",review,1,,,
2307.0066,Minimum Levels of Interpretability for Artificial Moral Agents,"  As artificial intelligence (AI) models continue to scale up, they are
becoming more capable and integrated into various forms of decision-making
systems. For models involved in moral decision-making, also known as artificial
moral agents (AMA), interpretability provides a way to trust and understand the
agent's internal reasoning mechanisms for effective use and error correction.
In this paper, we provide an overview of this rapidly-evolving sub-field of AI
interpretability, introduce the concept of the Minimum Level of
Interpretability (MLI) and recommend an MLI for various types of agents, to aid
their safe deployment in real-world settings.
",review,1,,,
2207.06415,"The Free Energy Principle for Perception and Action: A Deep Learning
  Perspective","  The free energy principle, and its corollary active inference, constitute a
bio-inspired theory that assumes biological agents act to remain in a
restricted set of preferred states of the world, i.e., they minimize their free
energy. Under this principle, biological agents learn a generative model of the
world and plan actions in the future that will maintain the agent in an
homeostatic state that satisfies its preferences. This framework lends itself
to being realized in silico, as it comprehends important aspects that make it
computationally affordable, such as variational inference and amortized
planning. In this work, we investigate the tool of deep learning to design and
realize artificial agents based on active inference, presenting a deep-learning
oriented presentation of the free energy principle, surveying works that are
relevant in both machine learning and active inference areas, and discussing
the design choices that are involved in the implementation process. This
manuscript probes newer perspectives for the active inference framework,
grounding its theoretical aspects into more pragmatic affairs, offering a
practical guide to active inference newcomers and a starting point for deep
learning practitioners that would like to investigate implementations of the
free energy principle.
",review,1,,,
2109.0184,"A review of Quantum Neural Networks: Methods, Models, Dilemma","  The rapid development of quantum computer hardware has laid the hardware
foundation for the realization of QNN. Due to quantum properties, QNN shows
higher storage capacity and computational efficiency compared to its classical
counterparts. This article will review the development of QNN in the past six
years from three parts: implementation methods, quantum circuit models, and
difficulties faced. Among them, the first part, the implementation method,
mainly refers to some underlying algorithms and theoretical frameworks for
constructing QNN models, such as VQA. The second part introduces several
quantum circuit models of QNN, including QBM, QCVNN and so on. The third part
describes some of the main difficult problems currently encountered. In short,
this field is still in the exploratory stage, full of magic and practical
significance.
",review,1,,,
2107.02975,"Neural Natural Language Processing for Unstructured Data in Electronic
  Health Records: a Review","  Electronic health records (EHRs), digital collections of patient healthcare
events and observations, are ubiquitous in medicine and critical to healthcare
delivery, operations, and research. Despite this central role, EHRs are
notoriously difficult to process automatically. Well over half of the
information stored within EHRs is in the form of unstructured text (e.g.
provider notes, operation reports) and remains largely untapped for secondary
use. Recently, however, newer neural network and deep learning approaches to
Natural Language Processing (NLP) have made considerable advances,
outperforming traditional statistical and rule-based systems on a variety of
tasks. In this survey paper, we summarize current neural NLP methods for EHR
applications. We focus on a broad scope of tasks, namely, classification and
prediction, word embeddings, extraction, generation, and other topics such as
question answering, phenotyping, knowledge graphs, medical dialogue,
multilinguality, interpretability, etc.
",review,1,,,
2104.04842,"Designing Effective Interview Chatbots: Automatic Chatbot Profiling and
  Design Suggestion Generation for Chatbot Debugging","  Recent studies show the effectiveness of interview chatbots for information
elicitation. However, designing an effective interview chatbot is non-trivial.
Few tools exist to help designers design, evaluate, and improve an interview
chatbot iteratively. Based on a formative study and literature reviews, we
propose a computational framework for quantifying the performance of interview
chatbots. Incorporating the framework, we have developed iChatProfile, an
assistive chatbot design tool that can automatically generate a profile of an
interview chatbot with quantified performance metrics and offer design
suggestions for improving the chatbot based on such metrics. To validate the
effectiveness of iChatProfile, we designed and conducted a between-subject
study that compared the performance of 10 interview chatbots designed with or
without using iChatProfile. Based on the live chats between the 10 chatbots and
1349 users, our results show that iChatProfile helped the designers build
significantly more effective interview chatbots, improving both interview
quality and user experience.
",review,0,,,
2301.12687,Understanding Visual Arts Experiences of Blind People,"  Visual arts play an important role in cultural life and provide access to
social heritage and self-enrichment, but most visual arts are inaccessible to
blind people. Researchers have explored different ways to enhance blind
people's access to visual arts (e.g., audio descriptions, tactile graphics).
However, how blind people adopt these methods remains unknown. We conducted
semi-structured interviews with 15 blind visual arts patrons to understand how
they engage with visual artwork and the factors that influence their adoption
of visual arts access methods. We further examined interview insights in a
follow-up survey (N=220). We present: 1) current practices and challenges of
accessing visual artwork in-person and online (e.g., Zoom tour), 2) motivation
and cognition of perceiving visual arts (e.g., imagination), and 3)
implications for designing visual arts access methods. Overall, our findings
provide a roadmap for technology-based support for blind people's visual arts
experiences.
",review,0,,,
2404.0457,"A Map of Exploring Human Interaction patterns with LLM: Insights into
  Collaboration and Creativity","  The outstanding performance capabilities of large language model have driven
the evolution of current AI system interaction patterns. This has led to
considerable discussion within the Human-AI Interaction (HAII) community.
Numerous studies explore this interaction from technical, design, and empirical
perspectives. However, the majority of current literature reviews concentrate
on interactions across the wider spectrum of AI, with limited attention given
to the specific realm of interaction with LLM. We searched for articles on
human interaction with LLM, selecting 110 relevant publications meeting
consensus definition of Human-AI interaction. Subsequently, we developed a
comprehensive Mapping Procedure, structured in five distinct stages, to
systematically analyze and categorize the collected publications. Applying this
methodical approach, we meticulously mapped the chosen studies, culminating in
a detailed and insightful representation of the research landscape. Overall,
our review presents an novel approach, introducing a distinctive mapping
method, specifically tailored to evaluate human-LLM interaction patterns. We
conducted a comprehensive analysis of the current research in related fields,
employing clustering techniques for categorization, which enabled us to clearly
delineate the status and challenges prevalent in each identified area.
",review,1,,,
2202.01428,Multi-Criteria Assessment of Shape Quality in CAD Systems of the Future,"  Unlike many other works, where authors are usually focused on one or two
quality criteria, the current manuscript, which is a generalization of the
article [35] published in Russian, offers a multi-criteria approach to the
assessment of the shape quality of curves that constitute component parts of
the surfaces used for the computer modelling of object shapes in various types
of design. Based on the analysis of point particle motion along a curved path,
requirements for the quality of functional curves are proposed: a high order of
smoothness, a minimum number of curvature extrema, minimization of the maximum
value of curvature and its variation rate, minimization of the potential energy
of the curve, and aesthetic analysis from the standpoint of the laws of
technical aesthetics. The authors do not set themselves the task of giving a
simple and precise mathematical definition of such curves. On the contrary,
this category can include various curves that meet certain quality criteria,
the refinement and addition of which is possible in the near future.
Engineering practice shows that quality criteria can change over time, which
does not diminish the need to develop multi-criteria methods for assessing the
quality of geometric shapes. Technical issues faced during edge rounding in 3D
models that affect the quality of industrial design product shape have been
reviewed as an example of the imperfection of existing CAD systems.
",review,0,,,
2202.0251,A Survey on Poisoning Attacks Against Supervised Machine Learning,"  With the rise of artificial intelligence and machine learning in modern
computing, one of the major concerns regarding such techniques is to provide
privacy and security against adversaries. We present this survey paper to cover
the most representative papers in poisoning attacks against supervised machine
learning models. We first provide a taxonomy to categorize existing studies and
then present detailed summaries for selected papers. We summarize and compare
the methodology and limitations of existing literature. We conclude this paper
with potential improvements and future directions to further exploit and
prevent poisoning attacks on supervised models. We propose several unanswered
research questions to encourage and inspire researchers for future work.
",review,1,,,
2103.04112,"Applying Machine Learning in Self-Adaptive Systems: A Systematic
  Literature Review","  Recently, we witness a rapid increase in the use of machine learning in
self-adaptive systems. Machine learning has been used for a variety of reasons,
ranging from learning a model of the environment of a system during operation
to filtering large sets of possible configurations before analysing them. While
a body of work on the use of machine learning in self-adaptive systems exists,
there is currently no systematic overview of this area. Such overview is
important for researchers to understand the state of the art and direct future
research efforts. This paper reports the results of a systematic literature
review that aims at providing such an overview. We focus on self-adaptive
systems that are based on a traditional Monitor-Analyze-Plan-Execute feedback
loop (MAPE). The research questions are centred on the problems that motivate
the use of machine learning in self-adaptive systems, the key engineering
aspects of learning in self-adaptation, and open challenges. The search
resulted in 6709 papers, of which 109 were retained for data collection.
Analysis of the collected data shows that machine learning is mostly used for
updating adaptation rules and policies to improve system qualities, and
managing resources to better balance qualities and resources. These problems
are primarily solved using supervised and interactive learning with
classification, regression and reinforcement learning as the dominant methods.
Surprisingly, unsupervised learning that naturally fits automation is only
applied in a small number of studies. Key open challenges in this area include
the performance of learning, managing the effects of learning, and dealing with
more complex types of goals. From the insights derived from this systematic
literature review we outline an initial design process for applying machine
learning in self-adaptive systems that are based on MAPE feedback loops.
",review,1,,,
2403.0466,"Exploring the Design Space of Optical See-through AR Head-Mounted
  Displays to Support First Responders in the Field","  First responders (FRs) navigate hazardous, unfamiliar environments in the
field (e.g., mass-casualty incidents), making life-changing decisions in a
split second. AR head-mounted displays (HMDs) have shown promise in supporting
them due to its capability of recognizing and augmenting the challenging
environments in a hands-free manner. However, the design space have not been
thoroughly explored by involving various FRs who serve different roles (e.g.,
firefighters, law enforcement) but collaborate closely in the field. We
interviewed 26 first responders in the field who experienced a state-of-the-art
optical-see-through AR HMD, as well as its interaction techniques and four
types of AR cues (i.e., overview cues, directional cues, highlighting cues, and
labeling cues), soliciting their first-hand experiences, design ideas, and
concerns. Our study revealed both generic and role-specific preferences and
needs for AR hardware, interactions, and feedback, as well as identifying
desired AR designs tailored to urgent, risky scenarios (e.g., affordance
augmentation to facilitate fast and safe action). While acknowledging the value
of AR HMDs, concerns were also raised around trust, privacy, and proper
integration with other equipment. Finally, we derived comprehensive and
actionable design guidelines to inform future AR systems for in-field FRs.
",review,0,,,
2208.08876,Survey on Teleoperation Concepts for Automated Vehicles,"  In parallel with the advancement of Automated Driving (AD) functions,
teleoperation has grown in popularity over recent years. By enabling remote
operation of automated vehicles, teleoperation can be established as a reliable
fallback solution for operational design domain limits and edge cases of AD
functions. Over the years, a variety of different teleoperation concepts as to
how a human operator can remotely support or substitute an AD function have
been proposed in the literature. This paper presents the results of a
literature survey on teleoperation concepts for road vehicles. Furthermore, due
to the increasing interest within the industry, insights on patents and overall
company activities in the field of teleoperation are presented.
",review,1,,,
2304.10891,"Transformer-based models and hardware acceleration analysis in
  autonomous driving: A survey","  Transformer architectures have exhibited promising performance in various
autonomous driving applications in recent years. On the other hand, its
dedicated hardware acceleration on portable computational platforms has become
the next critical step for practical deployment in real autonomous vehicles.
This survey paper provides a comprehensive overview, benchmark, and analysis of
Transformer-based models specifically tailored for autonomous driving tasks
such as lane detection, segmentation, tracking, planning, and decision-making.
We review different architectures for organizing Transformer inputs and
outputs, such as encoder-decoder and encoder-only structures, and explore their
respective advantages and disadvantages. Furthermore, we discuss
Transformer-related operators and their hardware acceleration schemes in depth,
taking into account key factors such as quantization and runtime. We
specifically illustrate the operator level comparison between layers from
convolutional neural network, Swin-Transformer, and Transformer with 4D
encoder. The paper also highlights the challenges, trends, and current insights
in Transformer-based models, addressing their hardware deployment and
acceleration issues within the context of long-term autonomous driving
applications.
",review,1,,,
2207.04914,"Team CERBERUS Wins the DARPA Subterranean Challenge: Technical Overview
  and Lessons Learned","  This article presents the CERBERUS robotic system-of-systems, which won the
DARPA Subterranean Challenge Final Event in 2021. The Subterranean Challenge
was organized by DARPA with the vision to facilitate the novel technologies
necessary to reliably explore diverse underground environments despite the
grueling challenges they present for robotic autonomy. Due to their geometric
complexity, degraded perceptual conditions combined with lack of GPS support,
austere navigation conditions, and denied communications, subterranean settings
render autonomous operations particularly demanding. In response to this
challenge, we developed the CERBERUS system which exploits the synergy of
legged and flying robots, coupled with robust control especially for overcoming
perilous terrain, multi-modal and multi-robot perception for localization and
mapping in conditions of sensor degradation, and resilient autonomy through
unified exploration path planning and local motion planning that reflects
robot-specific limitations. Based on its ability to explore diverse underground
environments and its high-level command and control by a single human
supervisor, CERBERUS demonstrated efficient exploration, reliable detection of
objects of interest, and accurate mapping. In this article, we report results
from both the preliminary runs and the final Prize Round of the DARPA
Subterranean Challenge, and discuss highlights and challenges faced, alongside
lessons learned for the benefit of the community.
",review,0,,,
2301.10398,"A Survey of Process-Oriented Data Science and Analytics for supporting
  Business Process Management","  Process analytics approaches allow organizations to support the practice of
Business Process Management and continuous improvement by leveraging all
process-related data to extract knowledge, improve process performance and
support decision-making across the organization. Process execution data once
collected will contain hidden insights and actionable knowledge that are of
considerable business value enabling firms to take a data-driven approach for
identifying performance bottlenecks, reducing costs, extracting insights and
optimizing the utilization of available resources. Understanding the properties
of 'current deployed process' (whose execution trace is often available in
these logs), is critical to understanding the variation across the process
instances, root-causes of inefficiencies and determining the areas for
investing improvement efforts. In this survey, we discuss various methods that
allow organizations to understand the behaviour of their processes, monitor
currently running process instances, predict the future behavior of those
instances and provide better support for operational decision-making across the
organization.
",review,1,,,
2404.16244,The Ethics of Advanced AI Assistants,"  This paper focuses on the opportunities and the ethical and societal risks
posed by advanced AI assistants. We define advanced AI assistants as artificial
agents with natural language interfaces, whose function is to plan and execute
sequences of actions on behalf of a user, across one or more domains, in line
with the user's expectations. The paper starts by considering the technology
itself, providing an overview of AI assistants, their technical foundations and
potential range of applications. It then explores questions around AI value
alignment, well-being, safety and malicious uses. Extending the circle of
inquiry further, we next consider the relationship between advanced AI
assistants and individual users in more detail, exploring topics such as
manipulation and persuasion, anthropomorphism, appropriate relationships, trust
and privacy. With this analysis in place, we consider the deployment of
advanced assistants at a societal scale, focusing on cooperation, equity and
access, misinformation, economic impact, the environment and how best to
evaluate advanced AI assistants. Finally, we conclude by providing a range of
recommendations for researchers, developers, policymakers and public
stakeholders.
",review,1,,,
2102.09368,How do students test software units?,"  We gained insight into ideas and beliefs on testing of students who finished
an introductory course on programming without any formal education on testing.
We asked students to fill in a small survey, to do four exercises and to fill
in a second survey. We interviewed eleven of these students in semi-structured
interviews, to obtain more in-depth insight. The main outcome is that students
do not test systematically, while most of them think they do test
systematically. One of the misconceptions we found is that most students can
only think of test cases based on programming code. Even if no code was
provided (black-box testing), students try to come up with code to base their
test cases on.
",review,0,,,
2408.17222,"How Could Generative AI Support Compliance with the EU AI Act? A Review
  for Safe Automated Driving Perception","  Deep Neural Networks (DNNs) have become central for the perception functions
of autonomous vehicles, substantially enhancing their ability to understand and
interpret the environment. However, these systems exhibit inherent limitations
such as brittleness, opacity, and unpredictable behavior in out-of-distribution
scenarios. The European Union (EU) Artificial Intelligence (AI) Act, as a
pioneering legislative framework, aims to address these challenges by
establishing stringent norms and standards for AI systems, including those used
in autonomous driving (AD), which are categorized as high-risk AI. In this
work, we explore how the newly available generative AI models can potentially
support addressing upcoming regulatory requirements in AD perception,
particularly with respect to safety. This short review paper summarizes the
requirements arising from the EU AI Act regarding DNN-based perception systems
and systematically categorizes existing generative AI applications in AD. While
generative AI models show promise in addressing some of the EU AI Acts
requirements, such as transparency and robustness, this review examines their
potential benefits and discusses how developers could leverage these methods to
enhance compliance with the Act. The paper also highlights areas where further
research is needed to ensure reliable and safe integration of these
technologies.
",review,1,,,
2301.05339,A Comprehensive Review of Data-Driven Co-Speech Gesture Generation,"  Gestures that accompany speech are an essential part of natural and efficient
embodied human communication. The automatic generation of such co-speech
gestures is a long-standing problem in computer animation and is considered an
enabling technology in film, games, virtual social spaces, and for interaction
with social robots. The problem is made challenging by the idiosyncratic and
non-periodic nature of human co-speech gesture motion, and by the great
diversity of communicative functions that gestures encompass. Gesture
generation has seen surging interest recently, owing to the emergence of more
and larger datasets of human gesture motion, combined with strides in
deep-learning-based generative models, that benefit from the growing
availability of data. This review article summarizes co-speech gesture
generation research, with a particular focus on deep generative models. First,
we articulate the theory describing human gesticulation and how it complements
speech. Next, we briefly discuss rule-based and classical statistical gesture
synthesis, before delving into deep learning approaches. We employ the choice
of input modalities as an organizing principle, examining systems that generate
gestures from audio, text, and non-linguistic input. We also chronicle the
evolution of the related training data sets in terms of size, diversity, motion
quality, and collection method. Finally, we identify key research challenges in
gesture generation, including data availability and quality; producing
human-like motion; grounding the gesture in the co-occurring speech in
interaction with other speakers, and in the environment; performing gesture
evaluation; and integration of gesture synthesis into applications. We
highlight recent approaches to tackling the various key challenges, as well as
the limitations of these approaches, and point toward areas of future
development.
",review,1,,,
2110.09313,"Impact of review valence and perceived uncertainty on purchase of
  time-constrained and discounted search goods","  Increasing online shoppers have generated enormous amount of data in form of
reviews (text) and sales data. Aggregate reviews in form of rating (stars) have
become noticeable indicators of product quality and vendor performance to
prospective consumers at first sight. Consumers subjected to product discount
deadlines search for ways in which they could evaluate product and vendor
service using a comprehensible benchmark. Considering the effect of time
pressure on consumers, aggregate reviews, known as review valence, become a
viable indicator of product quality. This study investigates how purchase
decisions for new products are affected by past customer aggregate ratings when
a soon-to-expire discount is being offered. We examine the role that a
consumer's attitude towards review valence (RV) plays as an antecedent to that
consumer's reliance on RV in a purchase decision for time-discounted search
goods. Considering review credibility, diagnosticity, and effectiveness as
determinants of consumer attitude in a time-constrained search and purchase
environment, we follow the approach-avoidance conflict theory to examine the
role of review valence and perceived uncertainty in a time-constrained
environment. The data was collected through an online survey and analyzed using
structural equation modelling. This study provides significant implications for
practitioners as they can better understand how review valence can influence a
purchase decision. Empirical analysis includes two contributions: 1. It helps
to understand how consumer attitude toward review valence, when positively
influenced by the determinants, can lead to reliance on review valence, further
influencing purchase decision; 2. Time constrained purchase-related perceived
uncertainty negatively moderates the relationship between consumer attitude and
reliance on review valence.
",review,0,,,
2303.14779,"The Application of Driver Models in the Safety Assessment of Autonomous
  Vehicles: A Survey","  Driver models play a vital role in developing and verifying autonomous
vehicles (AVs). Previously, they are mainly applied in traffic flow simulation
to model driver behavior. With the development of AVs, driver models attract
much attention again due to their potential contributions to AV safety
assessment. The simulation-based testing method is an effective measure to
accelerate AV testing due to its safe and efficient characteristics.
Nonetheless, realistic driver models are prerequisites for valid simulation
results. Additionally, an AV is assumed to be at least as safe as a careful and
competent driver, which is modeled by driver models as well. Therefore, driver
models are essential for AV safety assessment from the current perspective.
However, no comparison or discussion of driver models is available regarding
their utility to AVs in the last five years despite their necessities in the
release of AVs. This motivates us to present a comprehensive survey of driver
models in the paper and compare their applicability. Requirements for driver
models as applied to AV safety assessment are discussed. A summary of driver
models for simulation-based testing and AV benchmarks is provided. Evaluation
metrics are defined to compare their strength and weakness. Finally, potential
gaps in existing driver models are identified, which provide direction for
future work. This study gives related researchers especially regulators an
overview and helps them to define appropriate driver models for AVs.
",review,1,,,
2101.05869,"Technical Report: Rapid Reviews on Engineering of Internet of Things
  Software Systems","  We conducted a set of Rapid Reviews to characterize Internet of Things
facets. We formatted a generic meta-protocol that was instantiated for each of
the six facets presented (Connectivity, Things, Behavior, Smartness,
Interactivity, and Environment)and considering the issue of Security, one of
the most important and frequent challenges in the context of IoT. The
meta-protocol is detailed and the results of each review are presented.
",review,?,1,,
