arxiv_id,predicted_type,reasoning
2509.21786,regular,"This paper presents a novel lattice-based dynamic $k$-times anonymous authentication scheme, introducing a new method and not reviewing existing work."
2411.10059,regular,"This paper presents a novel approach to website fingerprinting defense, proposing optimal solutions for minimizing information leakage. It outlines a new method and experimental evaluation, not a review of existing literature."
2407.17788,regular,"This paper presents a novel LLM-based framework for automated pentesting and remediation, not a review of existing research."
2112.13162,regular,"This paper presents a novel attack method on DNNs, not a review or survey of existing research."
2310.14137,regular,"This paper presents a new tool for detecting API vulnerabilities, not a review of existing research."
2509.09989,regular,"The paper presents a new system for explainable AI, not a review of existing research."
2509.08747,regular,"This paper presents a novel backdoor attack on semi-structured sparsity, introducing a new attack method and demonstrating its effectiveness through experiments."
2405.16707,regular,"This paper presents a novel system for visualizing and mitigating data poisoning attacks in Federated Learning, demonstrating a new method rather than reviewing existing research."
2006.1534,regular,"The paper presents a new machine learning based intrusion detection system for MQTT networks, including a dataset and experimental results."
2106.1046,review,The paper reviews the limitations of XML Signature Wrapping and proposes a guideline for more secure XML signature processing.
2003.12359,regular,"This paper presents a new system called Guardauto for runtime protection, not a review of existing work."
2305.03707,regular,"This paper presents a new approach to FSM security, outlining a hardware honeypot and demonstrating its effectiveness in hindering reverse engineering attacks."
2210.1739,regular,"The paper presents a novel application of Latent Semantic Analysis to analyze malicious programs, focusing on semantic representation and program structure, not a review of existing literature."
2504.20637,regular,"This paper presents a new method for generating lingos, which are security components of protocol dialects, rather than reviewing existing research."
2407.08924,regular,"This paper presents a novel LLM-driven dissembler, a new method for disassembly, not a review of existing methods."
2108.07076,regular,"This paper presents a novel fuzzing evaluation framework, not a review of existing fuzzing techniques."
2209.09388,regular,"The paper presents a novel method for private key recovery, not a review or survey of existing research."
2107.14201,regular,"The paper presents a new study on web audio fingerprinting, including its feasibility and diversity, and does not primarily review existing literature."
2307.05608,regular,"This paper presents a new tool (DP-Auditorium) for testing differential privacy mechanisms, not a review or survey of existing research."
2405.12197,regular,"This paper presents a novel framework for hardware obfuscation, introducing a new method and evaluating its effectiveness. It is not a review or survey of existing work."
2511.22017,regular,"This paper presents a novel access control mechanism (POLARIS) and its implementation, not a review of existing research."
2111.12528,regular,"This paper presents original research on Spectre attacks, analyzing security vulnerabilities in programming languages and execution environments."
2305.19855,regular,"The paper presents two novel schemes for extracting spread spectrum hidden data, focusing on lattice decoding, making it original research."
2303.00422,review,"The paper reviews the challenges of security and interoperability in the Metaverse and proposes a solution using Self-Sovereign Identity, but does not present original research or experimental results."
2110.10037,regular,"This paper proposes a design for JCVM memory organization, presenting a new approach rather than reviewing existing literature."
2507.21731,regular,"This paper presents a new method for modeling computations in binary circuits, not a review of existing work."
2510.19026,regular,"This paper presents a novel method for enhancing security in IoT-based healthcare systems, not a review of existing literature."
2401.12346,regular,"This paper presents a novel fuzzy quantitative attack tree analysis method, not a review of existing work."
2010.14007,regular,"This paper presents a new haptic password system, describing its design, implementation, and experimental evaluation."
2408.01508,regular,"This paper presents a novel attack on the blockchain network, outlining its mechanism, feasibility, and potential mitigation strategies. It is not a review or survey of existing research."
2311.02697,regular,"This paper presents a novel hardware-assisted singleton mechanism for TEEs, outlining a new approach rather than reviewing existing research."
2209.13793,review,"The paper presents a unified view of IoT and CPS security and privacy, reviewing existing concepts and frameworks, and analyzing specific examples."
2412.049,regular,"The paper presents a novel cyber-physical digital twin approach for simulating cyberattacks on smart grids, not a review of existing research."
2306.09708,regular,"This paper presents a study evaluating the security and usability of Multi-Factor Authentication recovery procedures, not a review of existing literature."
2311.03573,regular,"This paper presents a new donation tracking system based on smart contracts and blockchain, not a review of existing literature."
2207.04668,regular,"This paper presents a novel fingerprinting framework for distributed image classification, not a review or survey of existing work."
2511.10698,regular,"This paper presents a novel framework for attacking hypergraph neural networks, outlining a new method and experimental results."
2308.01783,regular,"The paper presents a new model (ACAC_D) for activity control and chain of dependencies, not a review of existing research."
2106.07943,regular,"This paper presents a new algorithm for detecting and correcting faults, not a review of existing research."
2101.00292,review,The paper provides a comprehensive survey of existing jamming attacks and anti-jamming strategies in various wireless networks.
2201.02868,regular,"This paper presents experimental results on the impact of compile options on the success rate of side-channel attacks against ASICs, not a review of existing research."
2511.19171,regular,"This paper presents original research on the safety evaluation of LLMs, including a new benchmark and analysis of LLM behavior."
2505.22989,regular,"This paper presents a new framework for building applications, outlining its architecture and functionality, rather than reviewing existing work."
2403.13736,review,"The paper reviews and analyzes the statistical uncertainty in mining power estimates for PoW blockchains, synthesizing existing research and proposing a framework for quantifying this uncertainty."
2510.07176,regular,"This paper presents a study of privacy risks in LLM agent interactions, including a novel tool for identifying and profiling user attributes. It focuses on original research and findings."
2409.03743,regular,"This paper presents a novel hardware-software design (Libra) to address control-flow leakage attacks, not a review or survey of existing research."
2306.04222,regular,"This paper presents a new threat model for soft privacy in smart cars, outlining a methodology and specific threats, rather than reviewing existing literature."
2506.06226,regular,"This paper presents a novel framework for synthesizing provenance graphs for data augmentation in intrusion detection systems. It describes a new method and experimental results, not a review of existing literature."
2211.15993,regular,"This paper presents an empirical study of the Snapshot DAO platform, focusing on data collection and analysis of DAO projects, rather than providing a review or survey of existing research on DAOs."
2506.08996,review,The paper reviews existing research on cookie consent violations and presents a new system for detecting and analyzing them. It provides an overview of the problem and its global implications.
2105.02435,regular,"This paper presents a novel method for attestation using power analysis, not a review of existing research."
2107.07355,regular,"The paper presents a novel methodology for cybersecurity testing, not a review of existing research."
2301.10629,review,"The paper reviews and evaluates the effectiveness of honeypots and moving target defense in network security, synthesizing existing research and proposing a methodology for their evaluation."
2301.0553,regular,"This paper describes an RTL implementation of DES, which is an original research paper focusing on a specific technical implementation."
2208.07189,regular,"The paper presents a novel secure aggregation scheme for cross-silo federated learning, outlining its design, security guarantees, and experimental results."
2010.02421,regular,"This paper presents a novel voting protocol called BVOT, outlining its functionality and security features. It does not review existing research in boardroom voting."
2510.20858,regular,"This paper presents a new framework for incident reporting in OT networks, not a review of existing literature."
2306.03643,regular,"This paper presents a new design (TALUS) for secure integration of TEEs and cryptographic coprocessors, not a review of existing research."
2504.10811,regular,"The paper presents a novel scheme for upgrading smart contracts, not a review of existing research."
2309.03574,regular,"This paper presents a new architecture for IoT device transparency called PAISA, outlining its design, implementation, and security/performance analysis. It is not a review of existing literature."
2110.08779,regular,"This paper presents a new watermarking algorithm, not a review of existing work."
2105.02029,regular,"This paper presents a new protocol for key agreement, not a review of existing research."
2505.16205,regular,"This paper presents a novel method for prioritizing security controls in SAST, not a review of existing research."
2504.15622,review,"The paper systematically reviews the applications of Large Language Models in cybersecurity, covering their role in different phases of the attack lifecycle and potential future research directions."
2505.19456,regular,"This paper presents an empirical study of JavaScript inclusion security issues in Chrome extensions, focusing on identifying and analyzing vulnerabilities. It is not a review or survey of existing research."
2212.08796,review,"The paper systematically reviews existing research on password guessing models, providing an overview of methods, datasets, and performance comparisons."
2312.07139,regular,"The paper presents an implementation of a private sampling algorithm and discusses its practical constraints, making it an original research paper."
2401.11326,review,"The paper systematically reviews various cybersecurity awareness training methods, their principles, and their future implications."
2407.10864,regular,"This paper presents original research on applying predictive analytics to cyber security, including a dataset analysis and model evaluation."
2402.05737,regular,"The paper proposes a new blockchain-based platform for smart rentals, presenting a novel solution rather than reviewing existing approaches."
2101.10063,regular,"The paper presents a novel data augmentation method for website fingerprinting attacks, introducing a new technique and experimental results."
2204.08042,regular,"This paper presents a novel attack framework for data exfiltration using BLE advertisements, demonstrating a new method rather than reviewing existing research."
2405.08084,regular,"This paper presents a new federated learning framework for breast cancer diagnosis, outlining its design, training process, and evaluation results."
2409.03798,regular,"This paper presents a new method for cyber threat detection, not a review of existing research."
2412.20603,review,"The paper reviews existing models, issues, and solutions for privacy-preserving identity and access management in cloud environments."
2411.01693,regular,"The paper presents an empirical analysis of token composition on the Ethereum blockchain, introducing a graph to represent tokenization and exploring its topological structure. This is original research, not a review of existing literature."
2112.02184,review,"The paper reviews the security of Collective Perception messages and proposes inputs for standardization efforts, making it a review paper."
2405.13175,regular,"This paper presents a new tool (FV8) for detecting evasive techniques in JavaScript code, not a review or survey of existing research."
2004.06403,regular,"The paper presents a new decentralized platform for auctions, outlining its functionality and evaluation, not a review of existing research."
2505.06738,regular,"This paper presents a novel attack framework for exploiting hardware cache side-channels in local LLMs, demonstrating new vulnerabilities and attack methods. It is not a review or survey of existing research."
2210.1134,regular,"This paper presents a new implementation of secure data structures, not a review of existing research."
2210.07465,regular,"The paper presents a new method for filtering SAST tool output using learning algorithms, not a review or survey of existing research."
2405.06237,regular,"This paper presents a threat modeling study of LLMs in smart grids, focusing on new attacks and validation, not a review of existing research."
2405.13295,regular,"This paper presents a new dialect for CoAP messaging protocol, proposing a generic dialect and formalizing it in Maude. It also includes case studies and attack models."
2301.05945,regular,"This paper presents a case study of a DAO building a data asset, focusing on its tokenomics and governance, rather than providing a comprehensive review of existing research on DAOs."
2505.07574,review,The paper systematically reviews existing research on visualization-based malware detection techniques.
2505.22435,regular,"This paper presents a new framework for evaluating cybersecurity notifications, not a review of existing research."
2203.01025,review,The paper reviews and proposes a solution to mitigate vulnerabilities in TrustZone-assisted TEEs.
2501.00438,regular,"This paper presents a novel intrusion detection system (METANOIA) and its evaluation, not a review of existing work."
2004.06818,review,"The paper reviews existing privacy-preserving contact tracing solutions, analyzing their advantages and disadvantages."
2401.16001,regular,"This paper presents a novel attack framework for multi-label FDIA locational detection, not a review of existing research."
2208.01263,regular,"This paper presents a novel protocol for a Proof of Assets system, not a review of existing research."
2501.10013,regular,"This paper presents a new system for generating adversarial examples, not a review of existing research."
2308.00553,regular,"This paper presents a novel FPGA-based approach for mitigating backdoor and inference attacks in Federated Learning, not a review of existing research."
2209.11194,regular,"The paper proposes a new protocol for handling crypto asset inheritance, not a review of existing research."
2105.00117,regular,"This paper presents a novel method (InfoNEAT) for side-channel analysis, not a review of existing research."
2210.13261,review,"The paper reviews and discusses the challenges and future directions of physical layer security in wireless communication, making it a review paper."
2410.20912,regular,"The paper describes the creation of a new cryptosystem, not a review of existing research."
2005.04867,review,"The paper provides a comprehensive overview of the security issues related to cloud FPGAs, summarizing existing research and highlighting future challenges."
2108.10567,regular,"This paper presents a novel method for insider threat detection, not a review or survey of existing approaches."
2305.02781,regular,"This paper presents a novel method for adapting deep learning-based image watermarking to video watermarking, outlining its design, implementation, and experimental evaluation."
2312.12381,regular,"This paper presents a novel blockchain-based solution for UAV networking, outlining a new method and experimental results."
2510.22024,regular,"This paper presents a case study of security vulnerabilities in Tesla vehicles' LTE connectivity, presenting new findings and implications, not a review of existing literature."
2107.07416,review,"The paper reviews and summarizes different versions of Authentication and Key Agreement (AKA) protocols, providing a cheat sheet for their properties."
2009.01939,regular,"This paper presents a new method for TLS fingerprinting, not a review of existing techniques."
2501.16451,regular,"The paper presents a novel method for emulating a Bitcoin opcode, not a review of existing research."
2310.10652,review,"The paper reviews and analyzes the BRC-20 token standard, exploring its mechanisms, features, and applications, while also comparing it to Ethereum."
2510.16873,review,The paper reviews the concept of deniable communication in the context of court proceedings and proposes a new framework for assessing credibility in such systems.
2004.05419,regular,"This paper presents a novel RBE scheme, not a review of existing research."
2112.09604,regular,This paper presents original research on exploiting protocol states in firewalls to create covert channels for data exfiltration.
2306.01989,regular,"This paper presents a new implementation of CRYSTALS-Dilithium, a lattice-based signature scheme, with optimized vectorization using AVX-512 instructions. It focuses on the implementation details and performance improvements."
2410.09591,regular,"This paper presents a novel attack on machine unlearning systems and proposes new algorithms for both white-box and black-box attacks. It focuses on a specific vulnerability and presents experimental results, making it an original research paper."
2111.13484,regular,"The paper presents a mathematical proof of a specific equivalence in cryptography, which is an original research contribution."
2510.06468,regular,"This paper presents a novel dispute layer for Bitcoin, outlining its design and functionality. It does not review existing literature or present a position on a research area."
2405.18876,regular,"This paper presents an audit of blockchain transaction prioritization and governance protocols, presenting new findings and implications for future development, not a review of existing literature."
2006.10591,review,"The paper is a survey of existing literature on IoT security, summarizing and comparing different approaches to the topic."
2301.13581,review,The paper systematically reviews 15 papers on machine learning-based port scan detection methods.
2506.11325,regular,"This paper presents a new method for improving IoC extraction, not a review of existing research."
2308.04447,regular,"The paper presents a study on cybersecurity threats in POS kiosks, focusing on a specific case study and its implications. It does not primarily review existing literature."
2105.08096,review,"The paper systematically reviews existing literature on intrusion detection systems in the context of IoT, summarizing techniques and limitations."
2312.16322,regular,"The paper presents a new post-quantum secure signature scheme (Mul-SAN) and explores its use in blockchain-based audit log management. It focuses on a novel method and its application, not on reviewing existing research."
2102.00856,regular,"This paper presents a new LaTeX package and analyzes its security implications, not a review of existing research."
2505.08162,regular,This paper presents a novel hardware accelerator for the Number Theoretic Transform (NTT) and describes its design and performance evaluation.
2508.02454,regular,"This paper presents an empirical analysis of stalkerware apps, including their capabilities and how they have adapted to changes in Android platform security."
2008.08184,regular,"The paper presents a new attack method and a solution to counter it, making it original research."
2410.1011,regular,"The paper focuses on exploring blockchain technology and its applications, presenting a detailed overview of its workings and various applications, rather than reviewing existing research in the field."
2402.1578,regular,"This paper presents a new method for auditing privacy-preserving machine learning, not a review or survey of existing research."
2312.03636,regular,"The paper presents a novel federated learning model for URL threat analysis, not a review or survey of existing work."
2511.1824,regular,"This paper presents a novel DRL-based IDS system, including its design, evaluation, and a carbon-aware reward function. It is not a review or survey of existing research."
2402.12688,regular,"This paper presents a novel watermarking method, not a review or survey of existing research."
2505.06989,regular,"This paper presents empirical research on the effectiveness of PII removal services, not a review of existing literature."
2105.00033,regular,"This paper presents a novel method for implementing software fault isolation (SFI) with zero-cost transitions, introducing a new SFI system and a verification tool. It is not a review or survey of existing SFI research."
2507.14739,regular,"This paper presents a novel hardware-based intrusion detection system, not a review or survey of existing work."
2506.12026,regular,"This paper presents a novel framework for enhancing TLS 1.3 security, outlining its design, implementation, and performance evaluation. It is not a review or survey of existing research."
2102.02743,regular,"This paper presents a novel smartphone architecture design, not a review of existing research."
2207.10812,regular,"The paper presents a novel method for intrusion detection and mitigation, not a review of existing research."
2112.11417,regular,"The paper presents a process cycle for interdisciplinary research in cybersecurity and industrial applications, outlining their experiences and proposing a methodology for future research."
2005.0422,regular,"This paper presents a novel intrusion prevention technique for IoT networks, outlining its implementation and evaluating its effectiveness through simulations."
2006.1664,regular,"The paper presents a new method for classifying vulnerable IoT systems based on the CVE database, not a review of existing literature."
2411.1068,regular,"This paper presents a new algorithm for consensus in a consortium chain, not a review of existing literature."
2204.12855,regular,"This paper presents a new prediction approach for DDoS attacks, not a review of existing research."
2105.11928,regular,"This paper presents a novel system for verifiable localization in decentralized networks, outlining its design, implementation, and evaluation."
2006.12047,regular,"This paper presents a new method for verifying accountability in security protocols, not a review of existing research."
2209.08893,regular,"The paper presents a new authentication framework for avatars in the metaverse, outlining its design and security analysis. It does not review existing research in this area."
2202.05178,review,"The paper provides a comprehensive overview of the state of the literature on Semidirect Product Key Exchange, discussing security and cryptanalytic ideas."
2404.12778,regular,"This paper presents a novel defensive framework for data poisoning attacks in federated learning, outlining a new method and experimental results."
2506.19052,regular,"This paper presents a new machine learning-based cyber threat detection tool, not a review of existing research."
2007.08306,regular,"The paper presents a new framework for threat analysis using software-defined networking, not a review of existing literature."
2111.03859,review,The paper reviews existing vulnerability reports on HackerOne to identify common cryptography vulnerabilities and discuss their implications.
2509.01731,review,"The paper reviews the state of quantum-safe cybersecurity, examining different perspectives (technologist, enterprise, threat actor) and synthesizing findings through a SWOT analysis."
2309.03547,regular,"The paper presents an empirical security evaluation of MQTT system components, not a review of existing literature."
2503.1903,regular,"This paper presents a new approach called strideSEA for security evaluation, not a review of existing literature."
2509.01701,regular,"This paper presents a novel secure key encapsulation protocol (AmphiKey) and its performance evaluation, not a review of existing research."
2502.09139,regular,"This paper presents a new compiler-based tool for mitigating memory-centric side-channel leakage, not a review of existing research."
2005.05376,review,"The paper reviews and critiques a claimed 'provably secure group authentication protocol', highlighting flaws in both the 2013 and 2019 versions."
2009.14732,regular,"This paper presents a novel hardware design to eliminate timing side channels in shared software, not a review or survey of existing research."
2410.06514,regular,"The paper presents a novel homomorphic secret sharing scheme called MORSE, introducing a new method for non-linear operations."
2206.12093,regular,"This paper presents a new lattice-based ring signature scheme, not a review or survey of existing work."
2411.01565,regular,"This paper presents a novel jailbreak method for LLMs, introducing a new attack and defense mechanism, making it an original research paper."
2509.10563,regular,"This paper presents a case study comparing two ensemble learning techniques for cyber-attack classification in IoMT environments, focusing on the application of XAI for explainability."
2505.06477,regular,"This paper presents a novel risk profiling framework for training static defenses against evasion attacks, presenting new methods and experimental results."
2510.16593,regular,"The paper describes a new blockchain-based data storage framework called DESTinE Block, presenting its architecture, functionality, and performance evaluation."
2004.00948,regular,"The paper presents a new text steganography scheme, not a review of existing work."
2511.22317,regular,"This paper presents a novel approach to enhance the security of Rollup Sequencers, outlining its design, implementation, and experimental evaluation, making it an original research paper."
2009.05356,regular,"This paper presents a novel method for secure computation, not a review of existing research."
2009.12204,regular,"The paper presents a study investigating the impact of malware on antiviruses and proposes a countermeasure, making it an original research paper."
2202.08699,review,"The paper reviews existing studies on smart contracts and security protocols, providing a theoretical analysis and identifying patterns in their benefits."
2110.13239,regular,"This paper presents original research on the trade-off between privacy and accuracy in differentially private algorithms, proposing mitigation strategies and benchmark datasets."
2505.24724,regular,"This paper presents original research on the use of Ethereum input data messages (IDMs) for decentralized communication, including analysis of language usage, community structure, and security implications."
2203.16349,regular,"This paper presents experimental results demonstrating vulnerabilities in block-layer mobile PDE systems, not a review of existing literature."
2512.07495,regular,"This paper presents a novel framework for on-device model protection, outlining its design, implementation, and evaluation. It is not a review or survey of existing work."
2307.01175,regular,"The paper presents a new platform for secure data sharing, outlining its functionality and performance analysis, not a review of existing research."
2506.164,regular,"This paper presents a novel attack method and a proof-of-concept hardware for physical-layer signal injection attacks on EV charging ports, demonstrating original research."
2503.12896,regular,"This paper presents a novel method for embedding privacy protection, not a review or survey of existing research."
2505.1249,regular,"This paper presents a new protocol for secure communication in multi-agent systems, proposing enhancements and evaluating their effectiveness through empirical testing."
2505.18402,review,"The paper reviews the role of AI/ML techniques in 5G and beyond cybersecurity, providing perspectives on predicting and mitigating security risks."
2004.06417,regular,"This paper describes a new self-debugging technique, not a review of existing research."
2111.08455,regular,"The paper presents a new data governance framework, not a review of existing research."
2509.00918,regular,"This paper presents a novel method for fingerprint editing in large language models, not a review or survey of existing work."
2005.098,regular,"This paper presents original research on voice command fingerprinting attacks on smart speakers, including experimental results and a defense mechanism."
2312.00686,regular,"The paper presents a classification of IoT malware, which is original research focused on identifying and categorizing specific threats."
2506.07372,regular,"This paper presents a novel method for malware anomaly detection using a CBiGAN model, not a review of existing research."
2109.06667,regular,"The paper presents a novel blockchain-based federated learning solution for message dissemination in vehicular networks, proposing a new method and evaluating its performance."
2211.17073,review,"The paper reviews the risks associated with integrating multiple identity models in a Zero Trust environment, proposing avenues for mitigation."
2007.13639,regular,"This paper presents original research on COVID-19 themed cryptocurrency scams, including a taxonomy, investigation methodology, and analysis of losses."
2001.00694,regular,"This paper presents a novel differentially private combinatorial cloud auction mechanism, not a review of existing research."
2104.04054,regular,"The paper presents a new defense strategy against side-channel attacks, not a review of existing research."
2106.10972,regular,"This paper presents a new protocol for improving security in decentralized exchanges, not a review of existing research."
2205.13776,regular,"This paper presents a novel framework for privacy-preserving timestamps, demonstrating its implementation and evaluation in a real-world application."
2506.0833,regular,"The paper presents a new method for enhancing web search privacy, not a review of existing research."
2109.00132,regular,"This paper presents a novel two-factor authentication method, not a review of existing research."
2109.06796,regular,"The paper presents a new secure D2D protocol, not a review of existing literature."
2202.12179,review,"The paper reviews the cybersecurity challenges in the offshore oil and gas industry, discussing trends, vulnerabilities, and potential attack vectors. It does not present new research or methods."
2403.01626,review,"The paper reviews the use of LLMs for tabletop exercises in the security domain, highlighting their advantages and potential benefits."
2511.1125,regular,"This paper presents original research on LLM-based vulnerability detection in smart contracts, including a novel dataset and evaluation methodology."
2504.12142,regular,"This paper presents a novel technique for error correction, not a review of existing research."
2109.0412,review,"The paper systematically reviews and compares anonymization techniques for behavioral biometric data, providing an overview of existing approaches and their limitations."
2207.10242,regular,"This paper presents a novel malware triage approach, outlining a new method and experimental results, not a review of existing literature."
2406.17548,regular,"This paper presents a new framework for verifiable ML property cards using hardware-assisted attestation, which is an original research contribution."
2503.12248,regular,"This paper presents a new study on the electromagnetic side-channel analysis of PRESENT, a cryptographic algorithm, and details a new attack model."
2308.05126,regular,"This paper presents a position paper arguing for the benefits of data-driven intelligence in cybersecurity, not a review of existing literature."
2105.14273,regular,"This paper presents original research on automatically identifying inconsistent instructions between real devices and emulators, including experimental results and security applications."
2509.07504,review,"The paper provides a comprehensive survey of backdoor attacks and defenses in computer vision, covering various aspects of the topic."
2104.07215,regular,"This paper presents a new probabilistic approach to analyze Sybil attacks in sharding-based blockchain protocols, proposing a novel method and conducting numerical analysis."
2309.06608,regular,This paper presents original research investigating the long-term impact of pump and dump schemes in the cryptocurrency market using a novel dataset.
2401.0288,regular,"This paper presents a new system for secure participant selection in federated learning, not a review of existing literature."
2406.01186,regular,"This paper presents a new tool for verifying the integrity of SEV-SNP VMs, not a review of existing research."
2309.05978,regular,"This paper presents a novel memory protection scheme (CToMP) for unmanned systems, outlining its design, implementation, and evaluation."
2005.07332,regular,"This paper presents a novel method for detecting hardware Trojans in FPGAs, not a review of existing research."
2401.11968,regular,"This paper presents a novel method for intrusion detection in IoT networks, not a review of existing research."
2508.06073,regular,"This paper presents a novel method for generating counterfactual-driven attack explanations for provenance-based intrusion detection systems, not a review of existing research."
2005.13382,regular,"The paper presents new quantum private query protocols, not a review of existing research."
2508.16637,regular,"This paper presents a novel approach to cyber attribution using passive hack-back strategies, outlining specific techniques and exploring the role of AI in enhancing these methods."
2507.0171,regular,"This paper presents a new attribute inference measure, not a review or survey of existing work."
2312.02921,review,"The paper reviews a quantitative cyber insurance design framework, comparing design strategies and discussing the impact of risk perceptions on cyber resilience."
2202.06541,review,"The paper reviews various aspects of algorithmic pricing for a DAO governance token, including the design of a peg function and the use of PMM protocols."
2411.0123,regular,"This paper presents a new framework for detecting flash loan vulnerabilities, not a review of existing research."
2009.05262,regular,"This paper presents a new architecture for a secure TEE, outlining its design and functionality. It does not review existing research or provide a position on a field."
2405.01411,regular,"This paper presents a new method (IDPFilter) for mitigating interdependent privacy issues in third-party apps, not a review of existing literature."
2305.16758,regular,"This paper presents a novel framework (FIDO-AC) for authentication, not a review of existing research."
2301.1274,review,"The paper reviews the life cycle models of secure chips, providing an overview of their development and operation stages."
2003.12901,regular,"This paper presents a new framework (liOS) for analyzing iOS applications, not a review of existing work."
2202.11483,regular,"This paper presents a new method for detecting GNSS attacks, not a review of existing research."
2408.01792,regular,"The paper presents a new method for intrusion detection, not a review of existing research."
2303.10955,regular,"This paper presents a formal analysis of vulnerabilities in a 5G network security context, including experimental verification of the findings."
2406.10016,regular,"The paper presents a new method for simplifying mixed Boolean-Arithmetic expressions, not a review of existing research."
2307.12497,regular,"The paper presents a new algorithm for embedding lattice ideals into polynomial rings, not a review or survey of existing work."
2012.06761,regular,"This paper presents a novel hardware/software co-design for memory safety, outlining its architecture and implementation details."
2507.02332,regular,"This paper presents original research investigating privacy jailbreaking in LLMs through activation manipulation, not a review of existing literature."
2307.16562,regular,"The paper proposes a new decentralized AI platform, SAKSHI, and describes its design and functionality. It does not review existing research or present a position on a field."
2508.0153,regular,"This paper presents a new tool (daleq) for assessing bytecode equivalence, not a review or survey of existing research."
2503.07109,regular,"This paper presents a novel method for malware detection and localization, not a review of existing research."
2510.08225,regular,"The paper describes a new middleware system, TracE2E, and its functionality, not a review or survey of existing research."
2404.18567,regular,This paper presents original research on a novel technique for exploiting instruction-tuned Code LLMs for malicious purposes.
2109.02695,review,The paper reviews and compares different machine learning-based authentication schemes for IoT devices.
2306.11018,regular,"This paper presents a novel method for identifying cyber key terrain, which is an original research contribution."
2111.03234,regular,"The paper presents a novel method for image transmission with visual protection, not a review of existing research."
2105.13347,review,"The paper presents a systematic review of existing research on security and privacy in the cyber-physical world, aiming to reveal attack patterns and motivate defenses."
2101.02631,review,"The paper systematically reviews 20 specific features and challenges in IoT systems, providing an overview of their impact on security and reliability."
2504.15139,regular,"This paper presents a novel method for steganographic security enhancement, not a review of existing research."
2305.19514,regular,"The paper presents a novel system for improving inter-rollup transfer efficiency, not a review of existing research."
2008.10771,regular,"This paper presents a novel anonymization technique called MuCo, which is an original research contribution."
2212.12534,regular,"The paper presents a novel model for privacy-preserving data sharing in the cloud, outlining its design, implementation, and evaluation with experimental results."
2205.04961,regular,"This paper presents a novel system (Privadome) for protecting citizen privacy, not a review of existing literature."
2004.14924,regular,"The paper describes a new kernel rootkit detection and prevention framework, not a review of existing research."
2107.03726,regular,"This paper describes a new system (Zeph) for enforcing data privacy, presenting a novel approach and implementation details."
2106.02779,regular,"The paper presents a novel attack method (PEEL) for removing hidden images, not a review of existing research."
2502.1665,regular,"This paper presents a security analysis of 5G NR sidelink communications, presenting new findings and proposing mitigation strategies, making it an original research paper."
2405.04046,regular,"The paper presents a novel Monero-based covert transmission approach, outlining its components and experimental results."
2408.11583,regular,"The paper presents a novel approach to constructing Boolean functions, not a review of existing research."
2105.05551,regular,"This paper presents a new approach for securing web content using service workers, which is an original research paper."
2205.05473,regular,This paper presents original research demonstrating vulnerabilities in internet resource management and proposes mitigation strategies.
2212.12308,review,The paper reviews and evaluates existing research on web vulnerability scanners and their limitations in detecting security vulnerabilities.
2504.15395,regular,"The paper presents a new data model and metrics for measuring cybersecurity risk, not a review of existing literature."
2111.09227,review,"The paper discusses existing approaches for privacy and security of smart meter data in the cloud, providing a comparative study."
2306.15896,regular,"The paper presents two new content-aware quantization index modulation (QIM) algorithms for image watermarking, not a review of existing research."
2506.04978,regular,"This paper presents a novel implementation of a machine learning-based intrusion detection system using Federated Learning, not a review of existing literature."
2312.12654,regular,"This paper presents a novel protocol for mitigating MEV in Ethereum, not a review of existing literature."
2308.16902,regular,"This paper presents a new protocol for Byzantine fault tolerant state-machine replication, not a review of existing research."
2008.03343,review,"The paper provides a comprehensive review of the device behavior fingerprinting field, covering its applications, techniques, datasets, and future directions."
2108.08273,regular,"The paper presents a novel method for privacy preservation in 3D object regeneration, not a review of existing literature."
2506.15034,regular,"This paper describes a new hardware access architecture for cryptographic operations, presenting a novel design and experimental results."
2303.12612,regular,"This paper presents a novel method for defending against code-reuse attacks, not a review or survey of existing research."
2310.03237,regular,"This paper presents a novel protocol for covert distress signaling, outlining its design, security analysis, and implementation details."
2404.0191,regular,"This paper presents a novel timing attack on multicore systems and describes a method to exploit it, not a review of existing research."
2509.05192,regular,"This paper presents original research on the impact of hyperparameters on backdoor resistance in horizontal federated learning, presenting new findings and experimental results."
2307.09549,regular,"This paper presents a new method for cyber extortion, outlining a proof-of-concept and evaluation on an OT testbed."
2307.13859,regular,This paper presents original research on vulnerabilities in a specific privacy technique used in the 2021 Canadian census.
2408.00124,regular,"This paper presents a new method for estimating password strength using the Monte Carlo method, not a review of existing methods."
2210.14999,regular,"This paper presents a new method for securing IP address allocation in cloud environments, not a review of existing research."
2501.15145,regular,"This paper presents a new benchmark and detector for prompt injection attacks, not a review of existing research."
2007.03905,regular,"This paper presents empirical analysis of Android security apps, including their metadata, static and dynamic analysis, and their potential data reselling and malware detection capabilities. It is not a review or survey of existing research."
2508.11817,regular,This paper presents original research on a machine learning approach for AES key recovery via side-channel analysis.
2502.07116,review,"The paper reviews existing threat modelling methods, identifies shortcomings, and proposes a new framework (HARMS) for human-related harms. It is not presenting original research or new methods."
2506.08482,regular,"This paper presents a novel method for generating adversarial patches, outlining its design, evaluation, and experimental results."
2207.09127,regular,"The paper presents a new blockchain-based PKI system, not a review of existing literature."
